Neutral Citation,Instrument
2022_IECA_76,Building Regulations
2022_IECA_76,Statute of Limitations Act 1957
2022_IECA_77,Consumer Protection Code
2022_IECA_77,Financial Services and Pensions Ombudsman Act 2017
2022_IECA_77,Freedom of Information Act
2022_IECA_8,Copyright and Related Rights Act 2000
2022_IECA_8,European Directive
2022_IECA_80,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IECA_80,Probation Act
2022_IECA_81,Bail Act
2022_IECA_81,Criminal Justice Act
2022_IECA_81,Misuse of Drugs Act
2022_IECA_82,Road Traffic Act 1961
2022_IECA_83,Courts and Courts Officers Act
2022_IECA_85,Children Act 2001
2022_IECA_85,Criminal Justice (Public Order) Act 1994
2022_IECA_85,Criminal Justice Act 1999
2022_IECA_85,Criminal Justice Act 2006
2022_IECA_85,Person Act 1997
2022_IECA_86,Criminal Justice Act 1999
2022_IECA_86,Criminal Law (Insanity) Act 2006
2022_IECA_86,Criminal Law (Insanity) Act 2010
2022_IECA_86,Criminal Law (Suicide) Act
2022_IECA_86,Criminal Law Act 1997
2022_IECA_86,Criminal Procedure Act 1967
2022_IECA_86,Person Act 1997
2022_IECA_87,Civil Liability (Contribution) Act 1978
2022_IECA_87,Civil Liability Act 1961
2022_IECA_87,Conveyancing and Law of Property Act 1881
2022_IECA_87,Land and Conveyancing Law Reform Act 2009
2022_IECA_87,Registration of Title Act 1964
2022_IECA_88,Consumer Credit Act
2022_IECA_89,Citizens Rights Directive 2004
2022_IECA_89,Constitution
2022_IECA_89,European Convention
2022_IECA_89,United Nations Convention
2022_IECA_91,Criminal Justice (Public Order) Act 1994
2022_IECA_91,Criminal Justice Act 1993
2022_IECA_91,Criminal Justice Act 2006
2022_IECA_91,Firearms and Offensive Weapons Act 1990
2022_IECA_94,Criminal Damage Act
2022_IECA_94,Firearms and Offensive Weapons Act
2022_IECA_95,Data Protection Act 1988
2022_IECA_95,Data Protection Act 1988
2022_IECA_96,Criminal Evidence Act 1992
2022_IECA_96,Criminal Law (Rape) (Amendment) Act 1990
2022_IECA_96,Sex Offenders Act
2022_IECA_98,Criminal Justice (Miscellaneous Provisions) Act 1997
2022_IECA_98,Criminal Justice Act 2006
2022_IECA_98,Criminal Law Act 1997
2022_IECA_98,Criminal Procedure (Miscellaneous Provisions) Act 1997
2022_IECA_98,European Convention
2022_IECA_98,Human Rights Act 1950
2022_IECA_98,Human Rights Act 2003
2022_IECA_98,Offences Against the State Act 1939
2022_IECA_99,Civil Legal Aid Act
2022_IECA_99,Constitution
2022_IECA_99,Equal Status Act 2000
2022_IECA_99,European Convention
2022_IECA_99,Ombudsman Act
2022_IEHC_1,Habitats Directive
2022_IEHC_1,Transfer of Sentenced Persons Act
2022_IEHC_10,Companies Act
2022_IEHC_100,Illegal Immigrants (Trafficking) Act
2022_IEHC_100,International Protection Act
2022_IEHC_100,Tribunal Decision
2022_IEHC_102,Legal Services Regulation Act 2015
2022_IEHC_107,Waste Management Act 1996
2022_IEHC_108,Civil Liability and Courts Act 2004
2022_IEHC_11,EIA Directive
2022_IEHC_11,Habitats Directive
2022_IEHC_11,Habitats Regulations 2011
2022_IEHC_110,Civil Liability Act 2004
2022_IEHC_112,Aarhus Convention
2022_IEHC_112,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_112,Habitats Directive
2022_IEHC_112,Legal Services Regulation Act 2015
2022_IEHC_112,Planning and Development Act 2000
2022_IEHC_112,Road Traffic Act 1994
2022_IEHC_113,Road Traffic Act
2022_IEHC_113,Statute of Limitations Act
2022_IEHC_115,International Protection Act
2022_IEHC_116,Aarhus Convention
2022_IEHC_116,EIA Directive 2011
2022_IEHC_116,Planning and Development Act 2000
2022_IEHC_116,Public Participation Directive 2003
2022_IEHC_116,Statute of Limitations Act 1957
2022_IEHC_116,Water Framework Directive 2006/60
2022_IEHC_117,Birds Directive
2022_IEHC_117,EIA Directive
2022_IEHC_117,Habitats Directive
2022_IEHC_117,Planning and Development Act 2000
2022_IEHC_117,Planning and Development Regulations 2001
2022_IEHC_118,Criminal Code
2022_IEHC_118,Criminal Law (Human Trafficking) Act 2008
2022_IEHC_118,European Arrest Warrant Act 2003
2022_IEHC_118,European Convention
2022_IEHC_118,Council Framework Decision 2009/299/JHA
2022_IEHC_119,Criminal Justice (Terrorist Offences) Act 2005
2022_IEHC_119,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_119,European Arrest Warrant Act 2003
2022_IEHC_119,Council Framework Decision 2009/299/JHA
2022_IEHC_12,Common Law Procedure Amendment Act
2022_IEHC_12,Credit Institutions (Stabilisation) Act 2010
2022_IEHC_12,Irish Bank Resolution Corporation Act
2022_IEHC_12,Statute of Limitations Act
2022_IEHC_120,Conveyancing Act
2022_IEHC_121,Criminal Procedure Act 1993
2022_IEHC_121,European Convention
2022_IEHC_121,Prison Rules
2022_IEHC_122,Family Home Protection Act
2022_IEHC_123,Statute of Limitations Act
2022_IEHC_125,Road Traffic (Traffic and Parking) Regulations
2022_IEHC_128,Civil Law (Miscellaneous Provisions) Act 2008
2022_IEHC_132,Civil Liability and Courts Act 2004
2022_IEHC_132,European Convention
2022_IEHC_132,Legal Services Regulation Act 2015
2022_IEHC_132,Statute of Limitations Act 1957
2022_IEHC_133,Financial Services and Pensions Ombudsman Act 2017
2022_IEHC_133,Legal Services Regulation Act 2015
2022_IEHC_134,Legal Services Regulation Act 2015
2022_IEHC_135,Defamation Act 2009
2022_IEHC_135,Defamation Act 2013
2022_IEHC_138,European Convention
2022_IEHC_138,Human Rights Act 2003
2022_IEHC_138,International Protection Act
2022_IEHC_139,Occupiers Liability Act
2022_IEHC_14,Succession Act
2022_IEHC_143,Criminal Law (Extraterritorial Jurisdiction) Act 2019
2022_IEHC_143,Criminal Law (Jurisdiction) Act 1976
2022_IEHC_143,Criminal Law (Rape) (Amendment) Act 1990
2022_IEHC_143,European Arrest Warrant Act 2003
2022_IEHC_143,European Convention
2022_IEHC_143,Person Act 1997
2022_IEHC_144,Criminal Justice (Terrorist Offences) Act 2005
2022_IEHC_144,Criminal Law (Jurisdiction) Act
2022_IEHC_144,European Arrest Warrant Act 2003
2022_IEHC_144,Firearms Act 1964
2022_IEHC_144,Offences Against the State (Amendment) Act 1998
2022_IEHC_144,Offences Against the State Act 1939
2022_IEHC_144,Offences Against the State Act 1998
2022_IEHC_144,Terrorism Act 2006
2022_IEHC_145,Criminal Code
2022_IEHC_145,European Arrest Warrant Act 2003
2022_IEHC_145,European Convention
2022_IEHC_145,Council Framework Decision 2009/299/JHA
2022_IEHC_145,Council Framework Decision 2002/584
2022_IEHC_145,Road Traffic Act 2010
2022_IEHC_146,Building Regulations
2022_IEHC_146,EIA Directive
2022_IEHC_146,Habitats Directive
2022_IEHC_146,Height Guidelines 2018
2022_IEHC_146,Planning and Development Act 2000
2022_IEHC_146,Planning and Development Regulations 2001
2022_IEHC_146,Roads Act 1993
2022_IEHC_146,Water Services Act 2007
2022_IEHC_147,Habitats Directive
2022_IEHC_147,Meath County Development Plan 2013
2022_IEHC_147,Natura 2000
2022_IEHC_148,Birds Directive
2022_IEHC_148,EIA Directive
2022_IEHC_148,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_148,Environmental Impact Assessment Directive
2022_IEHC_148,EU Birds Directive
2022_IEHC_148,Habitats Directive
2022_IEHC_148,Industrial Emissions Directive
2022_IEHC_148,Local Government (Planning and Development) Act 1963
2022_IEHC_148,PDR 2001
2022_IEHC_148,Planning and Development Act 2000
2022_IEHC_148,Planning and Development Regulations 2001
2022_IEHC_148,Planning and Development Regulations 2005
2022_IEHC_148,Planning and Development Regulations 2011
2022_IEHC_149,Child Care Act 2001
2022_IEHC_149,Children Act 2001
2022_IEHC_149,Criminal Justice (Public Order) Act
2022_IEHC_149,Criminal Justice (Spent Convictions and Certain Disclosures) Act
2022_IEHC_149,Criminal Justice Act 2006
2022_IEHC_149,European Directive
2022_IEHC_149,Interpretation Act
2022_IEHC_149,Prosecution of Criminal Offences Act 1974
2022_IEHC_15,Land and Conveyancing Law Reform Act
2022_IEHC_15,Personal Insolvency Act
2022_IEHC_151,European Convention
2022_IEHC_151,Land and Conveyancing Law Reform Act 2009
2022_IEHC_153,Civil Service Regulation Act
2022_IEHC_153,Legal Services Regulation Act
2022_IEHC_153,Protected Disclosures Act
2022_IEHC_153,Unfair Dismissals Act
2022_IEHC_154,Larceny Act 1916
2022_IEHC_155,Geneva Convention
2022_IEHC_155,International Protection Act 2015
2022_IEHC_155,Qualification Directive 2011/95
2022_IEHC_155,Refugee Act 1996
2022_IEHC_157,Bankruptcy Act 1988
2022_IEHC_157,Companies Act 2014
2022_IEHC_157,US Bankruptcy Code
2022_IEHC_158,Companies Act 2014
2022_IEHC_158,Finance Act 2017
2022_IEHC_158,Taxes Consolidation Act
2022_IEHC_159,Criminal Justice (Terrorist Offences) Act 2005
2022_IEHC_159,Criminal Justice Act
2022_IEHC_159,Criminal Law (Suicide) Act
2022_IEHC_159,Criminal Law Act
2022_IEHC_159,Criminal Law Act 1967
2022_IEHC_159,European Arrest Warrant Act
2022_IEHC_159,Extradition Act 1965
2022_IEHC_159,Council Framework Decision 2009/299/JHA
2022_IEHC_16,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_160,Consumer Protection Code
2022_IEHC_160,Conveyancing and Law of Property Act 1881
2022_IEHC_160,Data Protection Act 1988
2022_IEHC_160,European Convention
2022_IEHC_160,Human Rights Act 2003
2022_IEHC_160,Registration of Title Act 1964
2022_IEHC_161,Companies Act 1963
2022_IEHC_161,Companies Act 2014
2022_IEHC_161,Taxes Consolidation Act
2022_IEHC_162,Criminal Justice (Terrorist Offences) Act 2005
2022_IEHC_162,Criminal Law (Suicide) Act
2022_IEHC_162,Criminal Law Act
2022_IEHC_162,Criminal Law Act 1967
2022_IEHC_162,European Arrest Warrant Act
2022_IEHC_162,Extradition Act 1965
2022_IEHC_162,Council Framework Decision 2009/299/JHA
2022_IEHC_162,Criminal Law Act 1967
2022_IEHC_162,UK Criminal Law Act
2022_IEHC_163,International Protection Act 2015
2022_IEHC_164,International Protection Act 2015
2022_IEHC_165,Companies Act
2022_IEHC_165,European Communities (Electronic Communications Networks and Services) (Framework) Regulations 2011
2022_IEHC_166,Civil Legal Aid Act
2022_IEHC_167,Brussels Regulation
2022_IEHC_167,Civil Liability Act 1961
2022_IEHC_167,Common Law Procedure Amendment Act
2022_IEHC_167,Hague Convention
2022_IEHC_167,Lugano Convention
2022_IEHC_167,Proceeds of Crime Act
2022_IEHC_167,Recast Brussels Regulation
2022_IEHC_168,Bankers Books Evidence Act
2022_IEHC_168,Central Bank Act 1989
2022_IEHC_168,Central Bank Act 1997
2022_IEHC_168,Consumer Contracts Directive
2022_IEHC_168,Consumer Credit Act
2022_IEHC_168,Consumer Protection Act
2022_IEHC_17,Stamp Duties Consolidation Act
2022_IEHC_170,FOI Act
2022_IEHC_170,Freedom of Information Act 1997
2022_IEHC_174,Legal Services Regulation Act 2015
2022_IEHC_174,Mediation Act 2017
2022_IEHC_175,Building Control Act 1990
2022_IEHC_175,Building Regulations
2022_IEHC_175,Companies Act 1963
2022_IEHC_175,Courts of Justice Act 1936
2022_IEHC_175,Mediation Act 2017
2022_IEHC_175,Multi-Unit Development Act
2022_IEHC_175,Statute of Limitations Act
2022_IEHC_176,Courts of Justice Act 1924
2022_IEHC_176,Road Traffic Act 2010
2022_IEHC_177,Local Government (Planning and Development) Act 1963
2022_IEHC_177,Planning and Development Act 2000
2022_IEHC_177,Planning and Development Regulations 2001
2022_IEHC_178,COVID-19 Regulations
2022_IEHC_178,Health Act 1947
2022_IEHC_178,Marine Insurance Act
2022_IEHC_18,Habitats Directive
2022_IEHC_18,Habitats Directive 92/43/EEC
2022_IEHC_18,Habitats Regulations
2022_IEHC_18,Planning and Development Act 2000
2022_IEHC_180,Constitution Act 1999
2022_IEHC_180,Interpretation Act 2005
2022_IEHC_180,Local Government (Charges) Act 2009
2022_IEHC_180,Local Government (Household Charge) Act 2011
2022_IEHC_180,Multi-Unit Development Act
2022_IEHC_180,Personal Insolvency Act 2012
2022_IEHC_180,Planning and Development Act 2000
2022_IEHC_180,Proceeds of Crime Act 1996
2022_IEHC_180,Social Welfare (Consolidation) Act 2005
2022_IEHC_181,Civil Liability (Amendment) Act 1964
2022_IEHC_181,Social Welfare (Consolidation) Act 2005
2022_IEHC_181,Social Welfare Pensions Act 2013
2022_IEHC_182,Child Trafficking and Pornography Act 1998
2022_IEHC_182,Criminal Law (Human Trafficking) Act 2008
2022_IEHC_182,Dublin III Regulation
2022_IEHC_182,Immigration Act 1999
2022_IEHC_182,International Protection Act
2022_IEHC_183,European Convention
2022_IEHC_183,Garda Siochana (Discipline) Regulations
2022_IEHC_183,Garda Siochana Act 2005
2022_IEHC_184,European Convention
2022_IEHC_184,Legal Services Regulation Act 2015
2022_IEHC_188,Industrial Relations Act 1946
2022_IEHC_188,Unfair Dismissals Act 1977
2022_IEHC_188,Workplace Relations Act 2015
2022_IEHC_189,Competition Act
2022_IEHC_19,Housing Act 1966
2022_IEHC_19,Occupiers Liability Act 1995
2022_IEHC_190,Bankers Books Evidence Act 1879
2022_IEHC_190,Consumer Contracts Regulations
2022_IEHC_190,Conveyancing and Law of Property Act 1881
2022_IEHC_190,Courts Act 1936
2022_IEHC_190,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_190,European Convention
2022_IEHC_190,Human Rights Act 1998
2022_IEHC_190,Land and Conveyancing Law Reform Act 2009
2022_IEHC_190,Land and Conveyancing Law Reform Act 2013
2022_IEHC_190,Registration of Title Act 1964
2022_IEHC_191,Criminal Code
2022_IEHC_191,Criminal Justice (Miscellaneous Provisions) Act 2009
2022_IEHC_191,European Arrest Warrant Act 2003
2022_IEHC_191,European Convention
2022_IEHC_191,Council Framework Decision 2009/299/JHA
2022_IEHC_191,European Council Framework Decision
2022_IEHC_192,European Arrest Warrant Act 2003
2022_IEHC_193,Offences Against the Person Act 1997
2022_IEHC_193,Criminal Justice (Public Order) Act
2022_IEHC_193,European Arrest Warrant Act
2022_IEHC_193,Council Framework Decision 2002/584
2022_IEHC_194,Criminal Damage Act 1991
2022_IEHC_194,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_194,European Arrest Warrant Act
2022_IEHC_196,Courts of Justice Act 1924
2022_IEHC_196,Courts of Justice Act 1936
2022_IEHC_196,Family Law (Maintenance of Spouses and Children) Act 1976
2022_IEHC_198,Dublin Convention
2022_IEHC_198,Dublin III Regulation
2022_IEHC_198,Dublin System Regulations
2022_IEHC_198,European Communities Act 1972
2022_IEHC_198,European Convention
2022_IEHC_198,European Union (Dublin System) Regulations 2018
2022_IEHC_198,International Protection Act 2015
2022_IEHC_199,Interpretation Act
2022_IEHC_2,Aarhus Convention
2022_IEHC_2,EIA Directive 2014 
2022_IEHC_2,Habitats Directive
2022_IEHC_2,Natural Habitats Regulations 2011
2022_IEHC_2,Planning and Development Act 2000
2022_IEHC_2,UN/ECE Convention
2022_IEHC_200,Legal Services Regulation Act 2015
2022_IEHC_201,Aarhus Convention
2022_IEHC_201,Council Directive 85/337
2022_IEHC_201,EIA Directive
2022_IEHC_201,Habitats Directive
2022_IEHC_201,Planning and Development Act 2000
2022_IEHC_201,Planning and Development Regulations 2001
2022_IEHC_201,SEA Directive
2022_IEHC_202,Aarhus Convention
2022_IEHC_202,Council Directive 85/337
2022_IEHC_202,EIA Directive
2022_IEHC_202,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_202,Habitats Directive
2022_IEHC_202,Interpretation Act 2005
2022_IEHC_202,Planning and Development Act 2000
2022_IEHC_202,Strategic Environmental Assessment Directive
2022_IEHC_204,Illegal Immigrants (Trafficking) Act 2000
2022_IEHC_204,International Protection Act 2015
2022_IEHC_205,Legal Services Regulation Act 2015
2022_IEHC_206,European Communities (Free Movement of Persons) Regulations 2015
2022_IEHC_206,General Data Protection Regulation
2022_IEHC_206,Immigration Act 2004
2022_IEHC_206,Interpretation Act 2005
2022_IEHC_206,Taxi Regulation (Small Public Service Vehicle) Regulations 2015
2022_IEHC_207,Civil Liability Act 1961
2022_IEHC_207,Legal Services Regulation Act 2015
2022_IEHC_209,Courts of Justice Act 1924
2022_IEHC_209,Courts of Justice Act 1936
2022_IEHC_209,Criminal Justice (Administration) Act 1924
2022_IEHC_209,Criminal Procedure Act 1993
2022_IEHC_209,Criminal Procedure Act 2021
2022_IEHC_209,European Convention
2022_IEHC_21,Criminal Law (Insanity) Act 2006
2022_IEHC_21,European Convention
2022_IEHC_21,Lunacy Act
2022_IEHC_210,Civil Liability Act 1961
2022_IEHC_210,Courts (Supplemental Provisions) Act 1961
2022_IEHC_210,European Convention
2022_IEHC_210,Human Rights Act 2003
2022_IEHC_210,Offences Against the State Act
2022_IEHC_210,Statute of Limitations (Amendment) Act
2022_IEHC_210,Statute of Limitations Act 1957
2022_IEHC_211,European Convention
2022_IEHC_211,Family Law (Divorce) Act
2022_IEHC_211,Family Law (Maintenance of Spouses and Children) Act
2022_IEHC_211,Judicial Separation and Family Law Reform Act
2022_IEHC_211,Lisbon Treaty
2022_IEHC_212,Legal Services Regulation Act 2015
2022_IEHC_214,European Arrest Warrant Act
2022_IEHC_216,Protection of Employees (Fixed Term Work) Act
2022_IEHC_216,Unfair Dismissals Act 1977
2022_IEHC_216,Unfair Dismissals Act 1977
2022_IEHC_217,Companies Act 2014
2022_IEHC_217,Industrial and Provident Societies Act 1893
2022_IEHC_218,Companies Act
2022_IEHC_218,Conveyancing Act
2022_IEHC_218,Registration of Title Act 1964
2022_IEHC_219,Legal Services Regulation Act 2015
2022_IEHC_219,Public Procurement Remedies Regulations
2022_IEHC_219,Remedies Regulations
2022_IEHC_219,Utilities Remedies Regulations
2022_IEHC_220,EIA Directive
2022_IEHC_220,Habitats Directive
2022_IEHC_220,Planning and Development Act 2000
2022_IEHC_220,Planning and Development Regulations 2001
2022_IEHC_220,Waste Management Act
2022_IEHC_221,European Communities (Award of Contracts by Utility Undertakings) Regulations 2016
2022_IEHC_221,Remedies Directive
2022_IEHC_221,Remedies Regulations
2022_IEHC_222,Criminal Justice Act 1999
2022_IEHC_222,Criminal Justice Act 2006
2022_IEHC_222,Criminal Procedure Act 1967
2022_IEHC_222,Criminal Procedure Act 2010
2022_IEHC_222,Misuse of Drugs Act 1977
2022_IEHC_223,Civil Liability and Courts Act 2004
2022_IEHC_223,Legal Services Regulation Act 2015
2022_IEHC_226,Civil Liability and Courts Act 2004
2022_IEHC_226,Judicial Council Act 2019
2022_IEHC_227,Social Welfare Pensions Act 2013
2022_IEHC_227,Social Welfare (Consolidation) Act 2005
2022_IEHC_228,Income Tax Act
2022_IEHC_228,Prosecution of Criminal Offences Act 1974
2022_IEHC_229,Criminal Law (Amendment) Act 1990
2022_IEHC_229,Criminal Law (Rape) Act
2022_IEHC_23,Courts of Justice Act 1924
2022_IEHC_23,Courts of Justice Act 1936
2022_IEHC_23,Environment (Miscellaneous Provisions) Act
2022_IEHC_23,Habitats Directive
2022_IEHC_230,Garda Siochana Act
2022_IEHC_232,Registration of Title Act 1964
2022_IEHC_234,Patents Act
2022_IEHC_235,Legal Services Regulation Act
2022_IEHC_236,Bankruptcy Act 1988
2022_IEHC_236,Bankruptcy Code
2022_IEHC_236,Companies Act 2014
2022_IEHC_236,Debtors (Ireland) Act 1840
2022_IEHC_237,Landlord and Tenant (Amendment) Act 1980
2022_IEHC_237,Legal Services Regulation Act 2015
2022_IEHC_238,Aarhus Convention
2022_IEHC_238,EIA Directive
2022_IEHC_238,Environment (Miscellaneous Provisions) Act 2011
2022_IEHC_238,Habitats Directive
2022_IEHC_238,Habitats Regulations 2011
2022_IEHC_238,Height Guidelines 2018
2022_IEHC_238,Planning and Development Act 2000
2022_IEHC_238,Public Participation Directive
2022_IEHC_239,Civil Liability Act
2022_IEHC_239,Roads Act
2022_IEHC_24,Companies Act 2014
2022_IEHC_24,Taxes Consolidation Act
2022_IEHC_240,Legal Services Regulation Act
2022_IEHC_240,Local Government (Sanitary Services) Act
2022_IEHC_241,European Convention
2022_IEHC_241,Mediation Act
2022_IEHC_241,Succession Act
2022_IEHC_243,Council Directive 2004/38
2022_IEHC_244,International Protection Act
2022_IEHC_244,Legal Services Regulation Act
2022_IEHC_244,Refugee Act
2022_IEHC_245,Employment Permits Act 2006
2022_IEHC_245,Refugee Act 1996
2022_IEHC_246,Consumer Contracts Regulations
2022_IEHC_246,European Communities (Capital Adequacy of Investment Firms) Regulations
2022_IEHC_246,Registration of Title Act
2022_IEHC_247,Legal Services Regulation Act 2015
2022_IEHC_248,Mental Health Act 2001
2022_IEHC_249,Aarhus Convention
2022_IEHC_249,EC Treaty
2022_IEHC_249,EIA Directive 1985
2022_IEHC_249,EIA Directive 2011
2022_IEHC_249,Habitats Directive
2022_IEHC_249,Habitats Regulations
2022_IEHC_249,IPPC Directive
2022_IEHC_249,IPPC Directive
2022_IEHC_249,Legal Services Regulation Act 2015
2022_IEHC_249,Planning and Development Act 2000
2022_IEHC_249,Planning and Development Regulations 2001
2022_IEHC_249,Planning and Development Regulations 2001
2022_IEHC_249,Public Participation Directive 2003
2022_IEHC_249,SEA Directive
2022_IEHC_25,Aarhus Convention
2022_IEHC_25,EIA Directive
2022_IEHC_25,IPPC Directive
2022_IEHC_25,Legal Services Regulation Act
2022_IEHC_252,Constitution
2022_IEHC_252,Hague Convention
2022_IEHC_253,Finance Act 1927
2022_IEHC_253,Finance Act 1963
2022_IEHC_253,Finance Act 1984
2022_IEHC_253,Income Tax Act
2022_IEHC_253,VAT Act
2022_IEHC_255,Family Home Protection Act
2022_IEHC_255,Registration of Title Act 1964
2022_IEHC_256,EIA Directive
2022_IEHC_256,Habitats Directive
2022_IEHC_256,Planning and Development Act 2000
2022_IEHC_256,Planning and Development Regulations 2001
2022_IEHC_256,Roads Act
2022_IEHC_257,Birds Directive
2022_IEHC_257,Habitats Directive
2022_IEHC_257,Planning and Development Act 2000
2022_IEHC_258,Citizens Directive
2022_IEHC_258,Council Directive 2004/38
2022_IEHC_258,Employment Permits Act 2006
2022_IEHC_258,Immigration Act 2004
2022_IEHC_26,Criminal Justice (Money Laundering and Terrorist Financing) Act 2010
2022_IEHC_26,Proceeds of Crime Act 1996
2022_IEHC_260,Constitution 2020 
2022_IEHC_260,Legal Services Regulation Act 2015
2022_IEHC_261,Criminal Code
2022_IEHC_261,Criminal Justice (Offences Relating to Information Systems) Act 2017
2022_IEHC_261,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_261,European Arrest Warrant Act
2022_IEHC_261,European Arrest Warrant Act 2003
2022_IEHC_261,European Convention
2022_IEHC_261,Extradition Act
2022_IEHC_261,European Council Framework Decision
2022_IEHC_261,Lithuanian Criminal Code
2022_IEHC_262,Companies Act
2022_IEHC_263,Civil Liability and Courts Act 2004
2022_IEHC_263,Judicial Council Act 2019
2022_IEHC_263,Social Welfare (Consolidation) Act 2005
2022_IEHC_264,Companies Act 2014
2022_IEHC_264,European Directive
2022_IEHC_264,Planning and Development Act 2000
2022_IEHC_264,Waste Management Act 1996
2022_IEHC_265,Civil Law (Miscellaneous Provisions) Act 2011
2022_IEHC_265,Civil Liability Act 1961
2022_IEHC_265,Civil Liability and Courts Act 2004
2022_IEHC_265,European Convention
2022_IEHC_265,Legal Services Regulation Act 2015
2022_IEHC_265,Personal Injuries Assessment Board Act 2003
2022_IEHC_265,PIAB Act 2013
2022_IEHC_266,European Convention
2022_IEHC_267,Finance Act 2001
2022_IEHC_267,Finance Act 2003
2022_IEHC_267,Finance Act 2004
2022_IEHC_267,Finance Act 2010
2022_IEHC_268,Family Law (Divorce) Act 1996
2022_IEHC_269,Adoption Act 2010
2022_IEHC_270,Bankruptcy Code
2022_IEHC_270,Companies (Amendment) Act 1990
2022_IEHC_270,Companies Act 2014
2022_IEHC_270,US Bankruptcy Code
2022_IEHC_271,Statute of Limitations Act
2022_IEHC_272,Companies Act 2014
2022_IEHC_272,Conveyancing and Law of Property Act 1881
2022_IEHC_272,Land and Conveyancing Law Reform Act 2013
2022_IEHC_272,Registration of Title Act 1964
2022_IEHC_273,Coroners Act 1962
2022_IEHC_273,European Convention
2022_IEHC_273,Garda Siochana Act 2005
2022_IEHC_273,Human Rights Act 2003
2022_IEHC_274,Civil Liability and Courts Act
2022_IEHC_274,Conveyancing Act
2022_IEHC_274,Courts (Supplemental Provisions) Act 1961
2022_IEHC_274,Courts Act
2022_IEHC_274,General Data Protection Regulation
2022_IEHC_274,Land and Conveyancing Law Reform Act
2022_IEHC_274,Registration of Title Act
2022_IEHC_275,Illegal Immigrants (Trafficking) Act
2022_IEHC_275,Refugee Act
2022_IEHC_275,Tribunal Decision
2022_IEHC_276,Companies Act
2022_IEHC_278,Citizens Rights Directive 2004
2022_IEHC_278,EU Treaty
2022_IEHC_278,Irish Nationality and Citizenship Act
2022_IEHC_278,Refugee Act
2022_IEHC_279,EU Treaty
2022_IEHC_279,European Convention
2022_IEHC_279,Illegal Immigrants (Trafficking) Act
2022_IEHC_279,Immigration Act
2022_IEHC_279,International Protection Act 2015
2022_IEHC_279,United Nations Convention
2022_IEHC_28,European Convention
2022_IEHC_280,International Protection Act 2015
2022_IEHC_280,Qualification Directive 2011/95
2022_IEHC_280,Refugee Act
2022_IEHC_280,Tribunal Decision
2022_IEHC_281,Planning and Development Act 2000
2022_IEHC_281,SEA directive 2001/42
2022_IEHC_284,Citizens Directive
2022_IEHC_284,European Communities (Free Movement of Persons) Regulations 2015
2022_IEHC_284,Immigration Act 1999
2022_IEHC_285,European Arrest Warrant Act 2003
2022_IEHC_285,General Directorate of Reintegration and Prison Services (DGRSP)
2022_IEHC_285,Road Traffic Act 1961
2022_IEHC_285,Technical Teams for Specialised Treatment (ETET)
2022_IEHC_286,Bankruptcy Act
2022_IEHC_286,European Convention
2022_IEHC_286,Land and Conveyancing Law Reform Act
2022_IEHC_286,Personal Insolvency Act
2022_IEHC_287,Criminal Damage Act
2022_IEHC_287,European Arrest Warrant Act 2003
2022_IEHC_287,European Convention
2022_IEHC_287,European Council Framework Decision 2009/299/JHA
2022_IEHC_287,Person Act 1997
2022_IEHC_287,Criminal Justice (Theft and Fraud Offences) Act 2001
2022_IEHC_288,Health and Social Care Professionals Act 2005
2022_IEHC_29,EIA Directive
2022_IEHC_29,Habitats Directive
2022_IEHC_29,Natura 2000
2022_IEHC_29,Road Traffic Act 1961
2022_IEHC_29,Road Traffic Act 1994
2022_IEHC_290,Central Bank Act 1942
2022_IEHC_290,Consumer Insurance Contracts Act 2019
2022_IEHC_290,Financial Services and Pensions Ombudsman Act 2017
2022_IEHC_290,FSPO Act 2017
2022_IEHC_291,Criminal Law (Sexual Offences) Act 2006
2022_IEHC_291,Misuse of Drugs Act
2022_IEHC_293,Criminal Justice (Public Order) Act
2022_IEHC_293,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_293,Criminal Law Act
2022_IEHC_293,European Arrest Warrant Act
2022_IEHC_293,European Convention
2022_IEHC_293,European Council Framework Decision
2022_IEHC_293,Council Framework Decision 2002/584
2022_IEHC_293,Offences Against the Person Act
2022_IEHC_294,Criminal Justice (Theft and Fraud Offences) Act
2022_IEHC_294,European Arrest Warrant Act
2022_IEHC_294,European Convention
2022_IEHC_294,European Council Framework Decision
2022_IEHC_295,Conveyancing Act
2022_IEHC_295,Land and Conveyancing Law Reform Act 2009
2022_IEHC_295,Statute of Limitations Act 1957
2022_IEHC_296,European Convention
2022_IEHC_298,Local Government Act 2001
2022_IEHC_299,Consumer Credit Act
2022_IEHC_299,Interpretation Act
2022_IEHC_299,Land and Conveyancing Law Reform Act
2022_IEHC_3,Debtors (Ireland) Act 1840
